trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
822,False,"{'a': 0.65, 'e': 0.68075755216106082}",25,0,-114.03301764301614,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
823,False,"{'a': 0.65, 'e': 0.68002470309545726}",25,0,-79.483707076855,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
824,False,"{'a': 0.65, 'e': 0.67929117400520722}",20,9,-28.191556964916906,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
825,False,"{'a': 0.65, 'e': 0.67855696562383983}",25,12,-4.482544860244376,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
826,False,"{'a': 0.65, 'e': 0.67782207868556332}",25,10,3.4215606711792677,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
827,False,"{'a': 0.65, 'e': 0.67708651392526464}",20,13,-0.7112466068195744,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
828,False,"{'a': 0.65, 'e': 0.6763502720785084}",25,0,-114.73561521293307,"{0: 19, 1: 3, 2: 0, 3: 0, 4: 3}",0
829,False,"{'a': 0.65, 'e': 0.67561335388153654}",30,20,-36.1974511419433,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
830,False,"{'a': 0.65, 'e': 0.67487576007126704}",20,0,-52.59584275163434,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
831,False,"{'a': 0.65, 'e': 0.67413749138529377}",25,5,-14.213694332918331,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",1
832,False,"{'a': 0.65, 'e': 0.67339854856188519}",25,0,-139.29716461483366,"{0: 14, 1: 6, 2: 1, 3: 2, 4: 2}",0
833,False,"{'a': 0.65, 'e': 0.67265893233998431}",20,12,0.12106174351943189,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
834,False,"{'a': 0.65, 'e': 0.67191864345920704}",25,5,-32.742598054149504,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
835,False,"{'a': 0.65, 'e': 0.67117768265984235}",30,15,5.161360463467327,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
836,False,"{'a': 0.65, 'e': 0.67043605068285084}",25,0,-102.5859392364884,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
837,False,"{'a': 0.65, 'e': 0.66969374826986461}",20,0,3.1802728023483295,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
838,False,"{'a': 0.65, 'e': 0.66895077616318588}",20,7,-51.53355339374908,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 1}",1
839,False,"{'a': 0.65, 'e': 0.66820713510578666}",20,4,-53.044758359317754,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 1}",1
840,False,"{'a': 0.65, 'e': 0.66746282584130812}",25,0,-19.21943504338658,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
841,False,"{'a': 0.65, 'e': 0.66671784911405929}",20,0,-3.3631236255112897,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
842,False,"{'a': 0.65, 'e': 0.66597220566901705}",20,0,-101.07627394431638,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
843,False,"{'a': 0.65, 'e': 0.66522589625182449}",20,4,-17.50801874003069,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
844,False,"{'a': 0.65, 'e': 0.66447892160879118}",25,0,-101.82770187611415,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
845,False,"{'a': 0.65, 'e': 0.66373128248689162}",20,0,-81.70334525484556,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
846,False,"{'a': 0.65, 'e': 0.66298297963376485}",25,0,-58.34622339588236,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
847,False,"{'a': 0.65, 'e': 0.66223401379771374}",20,2,-66.58799346269846,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
848,False,"{'a': 0.65, 'e': 0.66148438572770396}",20,8,-3.014066062231757,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
849,False,"{'a': 0.65, 'e': 0.66073409617336365}",30,0,-126.82548899688385,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
850,False,"{'a': 0.65, 'e': 0.65998314588498219}",25,10,-30.63718459585747,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 0}",1
851,False,"{'a': 0.65, 'e': 0.65923153561350989}",30,0,-60.7829433588466,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
852,False,"{'a': 0.65, 'e': 0.65847926611055685}",20,14,-7.89941072068775,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
853,False,"{'a': 0.65, 'e': 0.65772633812839254}",20,0,-76.28312680617334,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
854,False,"{'a': 0.65, 'e': 0.65697275241994502}",20,2,-36.879880023523036,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 0}",1
855,False,"{'a': 0.65, 'e': 0.6562185097387998}",25,6,-31.42459191432638,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
856,False,"{'a': 0.65, 'e': 0.65546361083919946}",25,0,-111.71505593411536,"{0: 18, 1: 3, 2: 0, 3: 2, 4: 2}",0
857,False,"{'a': 0.65, 'e': 0.65470805647604291}",30,0,-61.87056844405846,"{0: 20, 1: 4, 2: 5, 3: 1, 4: 0}",0
858,False,"{'a': 0.65, 'e': 0.65395184740488443}",20,0,-28.60040779383099,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
859,False,"{'a': 0.65, 'e': 0.65319498438193313}",30,0,-132.23887891084877,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
860,False,"{'a': 0.65, 'e': 0.6524374681640519}",25,0,-33.72809556831661,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
861,False,"{'a': 0.65, 'e': 0.6516792995087568}",20,13,7.6409126600653465,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.65, 'e': 0.65092047917421647}",20,0,-34.56238663228608,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
863,False,"{'a': 0.65, 'e': 0.65016100791925124}",20,0,-108.51784686311832,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",1
864,False,"{'a': 0.65, 'e': 0.64940088650333228}",25,0,-55.59621426459608,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
865,False,"{'a': 0.65, 'e': 0.64864011568658098}",35,0,-107.85890397454,"{0: 24, 1: 2, 2: 7, 3: 1, 4: 1}",0
866,False,"{'a': 0.65, 'e': 0.64787869622976801}",25,12,-72.87290228770603,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
867,False,"{'a': 0.65, 'e': 0.64711662889431276}",20,2,-42.404939680385375,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
868,False,"{'a': 0.65, 'e': 0.64635391444228252}",35,25,14.083184709700593,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.65, 'e': 0.64559055363639184}",25,0,-40.19268150474508,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
870,False,"{'a': 0.65, 'e': 0.64482654724000121}",35,0,-154.94763925238522,"{0: 22, 1: 3, 2: 8, 3: 0, 4: 2}",0
871,False,"{'a': 0.65, 'e': 0.64406189601711705}",20,6,-91.84065711828661,"{0: 8, 1: 0, 2: 3, 3: 2, 4: 1}",1
872,False,"{'a': 0.65, 'e': 0.64329660073239059}",25,0,-142.54717225498496,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",0
873,False,"{'a': 0.65, 'e': 0.64253066215111709}",25,6,-14.21236078183021,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
874,False,"{'a': 0.65, 'e': 0.64176408103923488}",35,13,-41.23788226540164,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 0}",1
875,False,"{'a': 0.65, 'e': 0.64099685816332508}",25,0,-70.81845476661978,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
876,False,"{'a': 0.65, 'e': 0.64022899429061064}",20,0,-36.34753579637245,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
877,False,"{'a': 0.65, 'e': 0.63946049018895523}",30,0,-105.13629667046183,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
878,False,"{'a': 0.65, 'e': 0.63869134662686289}",30,5,-72.84660496833855,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",1
879,False,"{'a': 0.65, 'e': 0.63792156437347713}",30,0,-31.14854594370081,"{0: 25, 1: 0, 2: 4, 3: 1, 4: 0}",0
880,False,"{'a': 0.65, 'e': 0.63715114419858021}",30,13,-65.02225152563989,"{0: 13, 1: 1, 2: 0, 3: 2, 4: 1}",1
881,False,"{'a': 0.65, 'e': 0.63638008687259218}",20,4,-21.667506846306473,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
882,False,"{'a': 0.65, 'e': 0.63560839316657025}",20,0,-45.93156140530085,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
883,False,"{'a': 0.65, 'e': 0.63483606385220814}",20,0,-39.568161492302146,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
884,False,"{'a': 0.65, 'e': 0.63406309970183516}",20,0,-144.13812077419135,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
885,False,"{'a': 0.65, 'e': 0.63328950148841523}",30,0,-49.589963707148584,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
886,False,"{'a': 0.65, 'e': 0.63251526998554664}",25,2,18.258245390208852,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.65, 'e': 0.63174040596746073}",30,0,-32.45313469914783,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
888,False,"{'a': 0.65, 'e': 0.63096491020902157}",30,4,23.07547761681706,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
889,False,"{'a': 0.65, 'e': 0.63018878348572471}",25,7,-14.781196630217183,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
890,False,"{'a': 0.65, 'e': 0.62941202657369688}",35,21,-48.778695938122326,"{0: 8, 1: 1, 2: 4, 3: 1, 4: 0}",1
891,False,"{'a': 0.65, 'e': 0.62863464024969495}",30,22,14.150368818557842,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.65, 'e': 0.62785662529110509}",30,8,-64.99394826465806,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 2}",1
893,False,"{'a': 0.65, 'e': 0.62707798247594237}",20,4,-102.973064517981,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 2}",1
894,False,"{'a': 0.65, 'e': 0.62629871258284942}",30,0,-126.50260159974454,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
895,False,"{'a': 0.65, 'e': 0.62551881639109597}",25,5,-147.350350531426,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",1
896,False,"{'a': 0.65, 'e': 0.6247382946805784}",25,0,-140.47904122817386,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
897,False,"{'a': 0.65, 'e': 0.62395714823181814}",25,0,-2.963436381897977,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
898,False,"{'a': 0.65, 'e': 0.62317537782596166}",20,0,-51.412121838436505,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
899,False,"{'a': 0.65, 'e': 0.62239298424477918}",20,9,9.034571564699611,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
900,False,"{'a': 0.65, 'e': 0.62160996827066439}",20,3,-7.922323396096383,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
901,False,"{'a': 0.65, 'e': 0.62082633068663318}",25,5,-85.02793344496902,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",1
902,False,"{'a': 0.65, 'e': 0.62004207227632302}",20,10,-67.08374139809233,"{0: 7, 1: 0, 2: 0, 3: 2, 4: 1}",1
903,False,"{'a': 0.65, 'e': 0.61925719382399225}",30,2,-2.3446094796871204,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 0}",1
904,False,"{'a': 0.65, 'e': 0.61847169611451924}",25,3,-46.977891573811426,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 0}",1
905,False,"{'a': 0.65, 'e': 0.61768557993340156}",25,0,-18.944561046569984,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
906,False,"{'a': 0.65, 'e': 0.6168988460667556}",35,2,-137.3117633422392,"{0: 22, 1: 1, 2: 6, 3: 3, 4: 1}",1
907,False,"{'a': 0.65, 'e': 0.61611149530131482}",25,4,14.818497308409718,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
908,False,"{'a': 0.65, 'e': 0.61532352842443017}",20,13,-69.22543471501012,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 2}",1
909,False,"{'a': 0.65, 'e': 0.61453494622406835}",25,20,7.347269650085895,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.65, 'e': 0.61374574948881155}",30,0,-55.72539026878464,"{0: 26, 1: 2, 2: 0, 3: 0, 4: 2}",1
911,False,"{'a': 0.65, 'e': 0.61295593900785639}",20,2,-12.04026577780628,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 0}",1
912,False,"{'a': 0.65, 'e': 0.61216551557101329}",20,0,-10.38033511034777,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
913,False,"{'a': 0.65, 'e': 0.61137447996870564}",35,0,-110.78838275254526,"{0: 26, 1: 1, 2: 6, 3: 0, 4: 2}",0
914,False,"{'a': 0.65, 'e': 0.61058283299196892}",20,8,-59.88475022048986,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 1}",1
915,False,"{'a': 0.65, 'e': 0.60979057543245008}",30,15,5.142713379285699,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
916,False,"{'a': 0.65, 'e': 0.60899770808240672}",35,0,-147.56752954598875,"{0: 26, 1: 1, 2: 4, 3: 1, 4: 3}",1
917,False,"{'a': 0.65, 'e': 0.60820423173470595}",25,0,-45.277108623878554,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
918,False,"{'a': 0.65, 'e': 0.60741014718282416}",20,0,-76.57171489429871,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
919,False,"{'a': 0.65, 'e': 0.60661545522084581}",30,0,-147.24562252902666,"{0: 21, 1: 0, 2: 5, 3: 2, 4: 2}",0
920,False,"{'a': 0.65, 'e': 0.60582015664346278}",20,0,-69.17918130987299,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
921,False,"{'a': 0.65, 'e': 0.60502425224597367}",20,0,-35.88800145143862,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
922,False,"{'a': 0.65, 'e': 0.6042277428242826}",20,0,-20.671834136921905,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
923,False,"{'a': 0.65, 'e': 0.6034306291748992}",20,0,-42.577158511116316,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",1
924,False,"{'a': 0.65, 'e': 0.60263291209493675}",20,11,-1.0737983369961612,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
925,False,"{'a': 0.65, 'e': 0.60183459238211257}",20,14,-33.45769238108111,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
926,False,"{'a': 0.65, 'e': 0.60103567083474607}",20,12,-9.034827131452143,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
927,False,"{'a': 0.65, 'e': 0.60023614825175886}",20,0,12.451300497367848,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
928,False,"{'a': 0.65, 'e': 0.59943602543267338}",20,0,-20.30338798171026,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
929,False,"{'a': 0.65, 'e': 0.59863530317761238}",25,11,-0.28283950858702167,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
930,False,"{'a': 0.65, 'e': 0.59783398228729823}",25,0,-37.071753279705554,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
931,False,"{'a': 0.65, 'e': 0.5970320635630515}",25,0,-126.26623559489366,"{0: 15, 1: 5, 2: 2, 3: 1, 4: 2}",0
932,False,"{'a': 0.65, 'e': 0.59622954780679105}",20,0,2.2323806491148908,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
933,False,"{'a': 0.65, 'e': 0.59542643582103238}",25,0,-91.95091482296621,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
934,False,"{'a': 0.65, 'e': 0.59462272840888752}",20,0,-18.439631177183532,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
935,False,"{'a': 0.65, 'e': 0.5938184263740639}",20,0,-41.035560639022215,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
936,False,"{'a': 0.65, 'e': 0.59301353052086325}",25,0,6.871331586933801,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
937,False,"{'a': 0.65, 'e': 0.59220804165418162}",20,0,-103.2122903336908,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
938,False,"{'a': 0.65, 'e': 0.59140196057950767}",20,0,-43.837150039481365,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
939,False,"{'a': 0.65, 'e': 0.59059528810292239}",25,12,-18.620345510596593,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
940,False,"{'a': 0.65, 'e': 0.58978802503109817}",30,0,-85.87931971817623,"{0: 21, 1: 0, 2: 8, 3: 0, 4: 1}",0
941,False,"{'a': 0.65, 'e': 0.58898017217129817}",25,18,14.350635221771853,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.65, 'e': 0.58817173033137504}",25,9,-24.590093954445397,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
943,False,"{'a': 0.65, 'e': 0.58736270031977056}",20,10,-47.98618649468708,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
944,False,"{'a': 0.65, 'e': 0.58655308294551467}",25,0,-128.65526547154377,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
945,False,"{'a': 0.65, 'e': 0.58574287901822486}",20,6,-27.29504796569789,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
946,False,"{'a': 0.65, 'e': 0.5849320893481047}",20,0,-102.76565179934256,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
947,False,"{'a': 0.65, 'e': 0.58412071474594407}",20,0,-100.38404328231604,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
948,False,"{'a': 0.65, 'e': 0.58330875602311727}",25,0,-51.25278472263458,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
949,False,"{'a': 0.65, 'e': 0.58249621399158302}",25,1,-119.19857126193556,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 2}",1
950,False,"{'a': 0.65, 'e': 0.58168308946388347}",30,13,-44.588901276953806,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 0}",1
951,False,"{'a': 0.65, 'e': 0.58086938325314286}",30,14,12.09704959784954,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
952,False,"{'a': 0.65, 'e': 0.58005509617306739}",20,0,-24.418049895719165,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
953,False,"{'a': 0.65, 'e': 0.57924022903794403}",30,0,-162.6461087933739,"{0: 21, 1: 0, 2: 5, 3: 1, 4: 3}",0
954,False,"{'a': 0.65, 'e': 0.57842478266263997}",25,0,13.71199695183387,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
955,False,"{'a': 0.65, 'e': 0.57760875786260146}",25,0,-116.65008854394242,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 2}",0
956,False,"{'a': 0.65, 'e': 0.57679215545385309}",25,5,-46.85014405232708,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
957,False,"{'a': 0.65, 'e': 0.57597497625299754}",20,14,11.587248194561752,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.65, 'e': 0.57515722107721357}",20,0,-150.50646600339914,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
959,False,"{'a': 0.65, 'e': 0.57433889074425659}",20,0,-14.597208595849729,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
960,False,"{'a': 0.65, 'e': 0.57351998607245669}",20,0,-140.7576539532922,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
961,False,"{'a': 0.65, 'e': 0.57270050788071847}",20,0,-141.09040783131346,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
962,False,"{'a': 0.65, 'e': 0.57188045698852008}",30,14,-48.134796886047496,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
963,False,"{'a': 0.65, 'e': 0.57105983421591233}",20,0,-25.383726839082122,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
964,False,"{'a': 0.65, 'e': 0.57023864038351801}",20,0,-65.82288651212623,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
965,False,"{'a': 0.65, 'e': 0.56941687631253091}",25,20,7.969357083910609,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.65, 'e': 0.56859454282471478}",20,0,-83.34264882047958,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
967,False,"{'a': 0.65, 'e': 0.56777164074240327}",25,0,-25.7781683298429,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
968,False,"{'a': 0.65, 'e': 0.56694817088849836}",30,0,-151.03861046486458,"{0: 20, 1: 2, 2: 3, 3: 3, 4: 2}",1
969,False,"{'a': 0.65, 'e': 0.56612413408646978}",25,3,-96.25187925772798,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 2}",1
970,False,"{'a': 0.65, 'e': 0.56529953116035436}",25,0,-100.60296677322864,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
971,False,"{'a': 0.65, 'e': 0.56447436293475484}",20,0,-10.21412212216339,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
972,False,"{'a': 0.65, 'e': 0.56364863023483935}",20,4,-56.69470482366342,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 1}",1
973,False,"{'a': 0.65, 'e': 0.56282233388634073}",25,0,-44.03093036628002,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
974,False,"{'a': 0.65, 'e': 0.561995474715555}",30,3,-4.019656060871182,"{0: 22, 1: 3, 2: 2, 3: 0, 4: 0}",1
975,False,"{'a': 0.65, 'e': 0.56116805354934141}",25,0,-42.983689826011236,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
976,False,"{'a': 0.65, 'e': 0.56034007121512108}",25,1,-44.27960341964476,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 0}",1
977,False,"{'a': 0.65, 'e': 0.55951152854087627}",25,2,-74.17310314483498,"{0: 15, 1: 0, 2: 6, 3: 2, 4: 0}",1
978,False,"{'a': 0.65, 'e': 0.55868242635514942}",20,0,-98.85395929577025,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
979,False,"{'a': 0.65, 'e': 0.55785276548704288}",25,0,-56.43661921328205,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
980,False,"{'a': 0.65, 'e': 0.55702254676621732}",20,0,-27.112975872660165,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
981,False,"{'a': 0.65, 'e': 0.55619177102289141}",20,1,-31.82102739877965,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 0}",1
982,False,"{'a': 0.65, 'e': 0.55536043908784083}",25,0,-149.87046729010186,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
983,False,"{'a': 0.65, 'e': 0.55452855179239735}",25,13,24.160010392934026,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.65, 'e': 0.55369610996844842}",20,3,-12.66434812572179,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
985,False,"{'a': 0.65, 'e': 0.55286311444843561}",25,10,12.449405074728391,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
986,False,"{'a': 0.65, 'e': 0.55202956606535436}",20,5,-22.206050603594534,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
987,False,"{'a': 0.65, 'e': 0.55119546565275312}",20,0,-131.56749881698752,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
988,False,"{'a': 0.65, 'e': 0.55036081404473214}",30,4,-39.10343129247715,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 1}",1
989,False,"{'a': 0.65, 'e': 0.54952561207594297}",25,11,-45.30861516247309,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 1}",1
990,False,"{'a': 0.65, 'e': 0.54868986058158753}",20,0,-38.965662339094166,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
991,False,"{'a': 0.65, 'e': 0.54785356039741728}",25,0,-48.592242700749544,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
992,False,"{'a': 0.65, 'e': 0.54701671235973226}",30,6,-60.62194461934351,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 1}",1
993,False,"{'a': 0.65, 'e': 0.54617931730538039}",30,2,1.412648804531057,"{0: 23, 1: 3, 2: 2, 3: 0, 4: 0}",1
994,False,"{'a': 0.65, 'e': 0.54534137607175681}",25,8,-94.3976073868923,"{0: 9, 1: 1, 2: 6, 3: 0, 4: 1}",1
995,False,"{'a': 0.65, 'e': 0.54450288949680259}",20,12,15.40522270805514,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.65, 'e': 0.54366385841900422}",30,12,-105.0108037889293,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 2}",1
997,False,"{'a': 0.65, 'e': 0.54282428367739277}",20,0,-31.883276516181414,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
998,False,"{'a': 0.65, 'e': 0.54198416611154288}",25,0,-132.6529600716126,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
999,False,"{'a': 0.65, 'e': 0.54114350656157206}",25,0,-45.3842637944386,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
1000,False,"{'a': 0.65, 'e': 0.54030230586813965}",20,7,10.317569450074776,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
1001,False,"{'a': 0.65, 'e': 0.53946056487244642}",20,0,-57.686123632946966,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
1002,False,"{'a': 0.65, 'e': 0.53861828441623349}",20,9,5.5591378056600345,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1003,False,"{'a': 0.65, 'e': 0.53777546534178078}",30,11,-8.516624575409905,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
1004,False,"{'a': 0.65, 'e': 0.53693210849190776}",20,2,5.703141708737212,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
