trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.65, 'e': 0.99999950000004167}",25,0,-89.48596921032758,"{0: 14, 1: 2, 2: 8, 3: 1, 4: 0}",0
2,False,"{'a': 0.65, 'e': 0.99999800000066663}",30,0,-165.44438212917507,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",0
3,False,"{'a': 0.65, 'e': 0.999995500003375}",20,0,-154.41264992828283,"{0: 13, 1: 2, 2: 0, 3: 2, 4: 3}",0
4,False,"{'a': 0.65, 'e': 0.99999200001066668}",25,0,-128.87207872590665,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
5,False,"{'a': 0.65, 'e': 0.99998750002604164}",20,0,-112.25943011716382,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
6,False,"{'a': 0.65, 'e': 0.99998200005399995}",25,0,-172.22715056963338,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
7,False,"{'a': 0.65, 'e': 0.99997550010004155}",30,0,-162.50148207776678,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 2}",0
8,False,"{'a': 0.65, 'e': 0.99996800017066634}",25,0,-142.89817934847767,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
9,False,"{'a': 0.65, 'e': 0.99995950027337421}",20,0,-96.65748451304044,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
10,False,"{'a': 0.65, 'e': 0.99995000041666526}",25,0,-30.205344211715385,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
11,False,"{'a': 0.65, 'e': 0.99993950061003922}",25,0,-74.2396492300933,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
12,False,"{'a': 0.65, 'e': 0.9999280008639958}",25,0,-134.2585160099871,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
13,False,"{'a': 0.65, 'e': 0.99991550119003492}",20,0,-162.47421030105443,"{0: 8, 1: 5, 2: 3, 3: 2, 4: 2}",0
14,False,"{'a': 0.65, 'e': 0.99990200160065623}",25,0,-161.6280769983055,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 3}",0
15,False,"{'a': 0.65, 'e': 0.99988750210935917}",25,0,-114.86555337348322,"{0: 13, 1: 6, 2: 4, 3: 1, 4: 1}",0
16,False,"{'a': 0.65, 'e': 0.99987200273064336}",25,0,-198.07959950934534,"{0: 15, 1: 1, 2: 3, 3: 3, 4: 3}",0
17,False,"{'a': 0.65, 'e': 0.99985550348000818}",20,0,-147.17264541931084,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
18,False,"{'a': 0.65, 'e': 0.99983800437395276}",25,0,-176.86769357155404,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
19,False,"{'a': 0.65, 'e': 0.99981950542997633}",20,0,-25.444452800879574,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
20,False,"{'a': 0.65, 'e': 0.99980000666657776}",25,0,-227.26704605724032,"{0: 11, 1: 3, 2: 7, 3: 0, 4: 4}",0
21,False,"{'a': 0.65, 'e': 0.99977950810325589}",25,0,-152.5529863912339,"{0: 10, 1: 5, 2: 8, 3: 1, 4: 1}",0
22,False,"{'a': 0.65, 'e': 0.99975800976050921}",35,0,-270.4760436451007,"{0: 20, 1: 4, 2: 5, 3: 1, 4: 5}",0
23,False,"{'a': 0.65, 'e': 0.9997355116598361}",20,14,-1.7303042107168012,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
24,False,"{'a': 0.65, 'e': 0.99971201382373454}",20,0,-80.01910883144053,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
25,False,"{'a': 0.65, 'e': 0.99968751627570263}",30,0,-107.76947088740441,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
26,False,"{'a': 0.65, 'e': 0.99966201904023766}",25,4,-164.96187479241902,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 2}",1
27,False,"{'a': 0.65, 'e': 0.99963552214283691}",20,0,-64.12877080660222,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
28,False,"{'a': 0.65, 'e': 0.9996080256099974}",25,0,-96.94594487269234,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
29,False,"{'a': 0.65, 'e': 0.99957952946921558}",20,16,6.761428524339982,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,False,"{'a': 0.65, 'e': 0.99955003374898754}",20,0,-126.35675758396233,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
31,False,"{'a': 0.65, 'e': 0.99951953847880903}",20,0,-179.01430311229578,"{0: 10, 1: 2, 2: 2, 3: 4, 4: 2}",0
32,False,"{'a': 0.65, 'e': 0.99948804368917543}",35,0,-145.37556681198453,"{0: 25, 1: 3, 2: 4, 3: 0, 4: 3}",0
33,False,"{'a': 0.65, 'e': 0.99945554941158132}",20,0,-96.5726110471174,"{0: 10, 1: 2, 2: 6, 3: 2, 4: 0}",0
34,False,"{'a': 0.65, 'e': 0.99942205567852116}",25,0,-111.71065958311034,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
35,False,"{'a': 0.65, 'e': 0.99938756252348859}",25,0,-102.2205240925923,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
36,False,"{'a': 0.65, 'e': 0.99935206998097681}",20,0,-57.4332336390855,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
37,False,"{'a': 0.65, 'e': 0.9993155780864782}",20,0,-86.04445057820487,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
38,False,"{'a': 0.65, 'e': 0.99927808687648489}",20,0,-83.53909884219888,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
39,False,"{'a': 0.65, 'e': 0.99923959638848803}",20,0,-100.76418597908615,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
40,False,"{'a': 0.65, 'e': 0.99920010666097792}",20,0,-73.18707358977728,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
41,False,"{'a': 0.65, 'e': 0.99915961773344453}",30,0,-205.86972924886513,"{0: 17, 1: 2, 2: 7, 3: 1, 4: 3}",0
42,False,"{'a': 0.65, 'e': 0.99911812964637658}",20,0,-79.8093763142094,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
43,False,"{'a': 0.65, 'e': 0.99907564244126223}",25,0,-132.9556937303025,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
44,False,"{'a': 0.65, 'e': 0.99903215616058882}",20,0,-60.95192567980585,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
45,False,"{'a': 0.65, 'e': 0.99898767084784246}",30,0,-163.37451337010972,"{0: 18, 1: 5, 2: 2, 3: 3, 4: 2}",0
46,False,"{'a': 0.65, 'e': 0.99894218654750844}",20,0,-124.36014054720195,"{0: 8, 1: 4, 2: 5, 3: 3, 4: 0}",0
47,False,"{'a': 0.65, 'e': 0.99889570330507116}",25,0,-38.47334113231211,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
48,False,"{'a': 0.65, 'e': 0.99884822116701377}",25,0,-61.77761850630452,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
49,False,"{'a': 0.65, 'e': 0.99879974018081852}",30,0,-78.51516808452432,"{0: 24, 1: 2, 2: 1, 3: 2, 4: 1}",0
50,False,"{'a': 0.65, 'e': 0.99875026039496628}",25,0,-119.26361944912878,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
51,False,"{'a': 0.65, 'e': 0.99869978185893682}",20,0,-229.45086266348463,"{0: 9, 1: 1, 2: 5, 3: 1, 4: 4}",0
52,False,"{'a': 0.65, 'e': 0.99864830462320886}",30,0,-132.87325073840424,"{0: 18, 1: 0, 2: 10, 3: 1, 4: 1}",0
53,False,"{'a': 0.65, 'e': 0.99859582873925934}",30,0,-219.91139260850758,"{0: 15, 1: 1, 2: 11, 3: 0, 4: 3}",0
54,False,"{'a': 0.65, 'e': 0.99854235425956439}",30,0,-200.75064398026,"{0: 11, 1: 8, 2: 7, 3: 3, 4: 1}",0
55,False,"{'a': 0.65, 'e': 0.99848788123759846}",20,0,-73.2781529565882,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
56,False,"{'a': 0.65, 'e': 0.99843240972783442}",30,0,-171.30085465919015,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",0
57,False,"{'a': 0.65, 'e': 0.99837593978574379}",25,0,-138.44401544929948,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
58,False,"{'a': 0.65, 'e': 0.99831847146779662}",20,0,-94.75982409049011,"{0: 12, 1: 1, 2: 4, 3: 3, 4: 0}",0
59,False,"{'a': 0.65, 'e': 0.99826000483146127}",20,0,-69.82217373939739,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
60,False,"{'a': 0.65, 'e': 0.99820053993520419}",20,0,-104.74163744475659,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
61,False,"{'a': 0.65, 'e': 0.99814007683849038}",25,15,-44.342682953196004,"{0: 6, 1: 1, 2: 1, 3: 2, 4: 0}",1
62,False,"{'a': 0.65, 'e': 0.9980786156017829}",25,0,-63.488984923389154,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
63,False,"{'a': 0.65, 'e': 0.99801615628654294}",20,0,-94.53898030544543,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
64,False,"{'a': 0.65, 'e': 0.99795269895522998}",20,0,-137.59775474215252,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
65,False,"{'a': 0.65, 'e': 0.99788824367130113}",30,0,-138.0880302211045,"{0: 16, 1: 3, 2: 8, 3: 3, 4: 0}",0
66,False,"{'a': 0.65, 'e': 0.99782279049921174}",20,6,-82.29322954930366,"{0: 7, 1: 2, 2: 4, 3: 0, 4: 1}",1
67,False,"{'a': 0.65, 'e': 0.99775633950441511}",20,0,-128.47884023773244,"{0: 8, 1: 2, 2: 9, 3: 0, 4: 1}",0
68,False,"{'a': 0.65, 'e': 0.99768889075336209}",20,0,-73.26928342775898,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
69,False,"{'a': 0.65, 'e': 0.99762044431350139}",25,0,-114.72691928233147,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
70,False,"{'a': 0.65, 'e': 0.99755100025327959}",20,0,-109.11941954010582,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
71,False,"{'a': 0.65, 'e': 0.99748055864214058}",30,1,-165.73263476616157,"{0: 19, 1: 2, 2: 2, 3: 4, 4: 2}",1
72,False,"{'a': 0.65, 'e': 0.99740911955052614}",25,0,-174.93881295774304,"{0: 15, 1: 0, 2: 7, 3: 0, 4: 3}",0
73,False,"{'a': 0.65, 'e': 0.99733668304987522}",20,0,-121.64834151067095,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
74,False,"{'a': 0.65, 'e': 0.99726324921262444}",25,0,-86.06416888843869,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
75,False,"{'a': 0.65, 'e': 0.9971888181122075}",20,13,-20.715091758296143,"{0: 4, 1: 2, 2: 0, 3: 1, 4: 0}",1
76,False,"{'a': 0.65, 'e': 0.99711338982305553}",30,0,-97.45637155838885,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
77,False,"{'a': 0.65, 'e': 0.99703696442059675}",30,0,-81.44894050798027,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
78,False,"{'a': 0.65, 'e': 0.9969595419812568}",25,0,-37.60678407534732,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
79,False,"{'a': 0.65, 'e': 0.99688112258245787}",20,0,-109.41753283194637,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
80,False,"{'a': 0.65, 'e': 0.99680170630261944}",25,0,-103.03780075798461,"{0: 13, 1: 3, 2: 8, 3: 1, 4: 0}",0
81,False,"{'a': 0.65, 'e': 0.99672129322115766}",20,0,-206.29524138642017,"{0: 8, 1: 5, 2: 3, 3: 0, 4: 4}",0
82,False,"{'a': 0.65, 'e': 0.99663988341848586}",20,0,-180.48738303189128,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
83,False,"{'a': 0.65, 'e': 0.99655747697601371}",20,0,-115.57141025974063,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
84,False,"{'a': 0.65, 'e': 0.99647407397614751}",35,0,-57.179882790054386,"{0: 26, 1: 1, 2: 8, 3: 0, 4: 0}",0
85,False,"{'a': 0.65, 'e': 0.99638967450229043}",35,0,-330.51807180251006,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 7}",0
86,False,"{'a': 0.65, 'e': 0.99630427863884197}",30,0,-123.5394607889204,"{0: 17, 1: 6, 2: 5, 3: 1, 4: 1}",0
87,False,"{'a': 0.65, 'e': 0.9962178864711978}",20,0,-107.83976657248976,"{0: 10, 1: 1, 2: 7, 3: 2, 4: 0}",0
88,False,"{'a': 0.65, 'e': 0.99613049808575016}",20,0,-28.996144654954065,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
89,False,"{'a': 0.65, 'e': 0.99604211356988748}",20,0,-115.53410254328465,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
90,False,"{'a': 0.65, 'e': 0.99595273301199427}",25,2,-145.96220668336449,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 3}",1
91,False,"{'a': 0.65, 'e': 0.99586235650145094}",30,0,-209.38853826069166,"{0: 13, 1: 4, 2: 10, 3: 1, 4: 2}",0
92,False,"{'a': 0.65, 'e': 0.99577098412863418}",20,0,-194.00249923285736,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 4}",0
93,False,"{'a': 0.65, 'e': 0.99567861598491625}",30,0,-115.35573523130044,"{0: 15, 1: 6, 2: 8, 3: 1, 4: 0}",0
94,False,"{'a': 0.65, 'e': 0.99558525216266536}",30,0,-110.45079827685917,"{0: 19, 1: 2, 2: 6, 3: 3, 4: 0}",0
95,False,"{'a': 0.65, 'e': 0.99549089275524527}",30,0,-121.0691689167694,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
96,False,"{'a': 0.65, 'e': 0.99539553785701529}",25,0,-195.18671369010474,"{0: 12, 1: 3, 2: 5, 3: 3, 4: 2}",0
97,False,"{'a': 0.65, 'e': 0.99529918756333047}",35,0,-262.71665599281766,"{0: 17, 1: 4, 2: 9, 3: 1, 4: 4}",0
98,False,"{'a': 0.65, 'e': 0.99520184197054096}",25,0,-159.14354661131233,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
99,False,"{'a': 0.65, 'e': 0.99510350117599256}",20,0,-78.82320336812286,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
100,False,"{'a': 0.65, 'e': 0.99500416527802582}",20,0,-111.87117312095643,"{0: 10, 1: 0, 2: 8, 3: 2, 4: 0}",0
101,False,"{'a': 0.65, 'e': 0.99490383437597663}",25,0,-175.14755457428228,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 3}",0
102,False,"{'a': 0.65, 'e': 0.99480250857017605}",35,0,-217.47597764966739,"{0: 20, 1: 3, 2: 8, 3: 1, 4: 3}",0
103,False,"{'a': 0.65, 'e': 0.99470018796194981}",20,0,-53.03954326120886,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
104,False,"{'a': 0.65, 'e': 0.99459687265361851}",20,0,-120.55562472987272,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
105,False,"{'a': 0.65, 'e': 0.9944925627484974}",25,0,-123.91841418543206,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
106,False,"{'a': 0.65, 'e': 0.99438725835089647}",30,0,-156.38073223416,"{0: 20, 1: 2, 2: 3, 3: 3, 4: 2}",0
107,False,"{'a': 0.65, 'e': 0.99428095956612006}",25,16,-5.36677547316604,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
108,False,"{'a': 0.65, 'e': 0.9941736665004669}",30,0,-158.46417178933623,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
109,False,"{'a': 0.65, 'e': 0.99406537926123006}",30,0,-180.99228024978603,"{0: 16, 1: 3, 2: 8, 3: 1, 4: 2}",0
110,False,"{'a': 0.65, 'e': 0.99395609795669682}",20,0,-116.99617676641873,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
111,False,"{'a': 0.65, 'e': 0.99384582269614852}",20,0,-136.76428112776756,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
112,False,"{'a': 0.65, 'e': 0.99373455358986029}",25,0,-140.78088570759357,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
113,False,"{'a': 0.65, 'e': 0.99362229074910124}",20,0,-268.7486443258785,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 6}",0
114,False,"{'a': 0.65, 'e': 0.99350903428613424}",20,0,-146.8659452981517,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
115,False,"{'a': 0.65, 'e': 0.9933947843142158}",25,0,-179.17683509352432,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
116,False,"{'a': 0.65, 'e': 0.99327954094759585}",35,0,-301.77348664349364,"{0: 18, 1: 4, 2: 6, 3: 2, 4: 5}",0
117,False,"{'a': 0.65, 'e': 0.99316330430151767}",20,0,-130.8388208532626,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
118,False,"{'a': 0.65, 'e': 0.99304607449221804}",25,0,-99.62541519941435,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
119,False,"{'a': 0.65, 'e': 0.99292785163692654}",30,0,-168.71551782129876,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
120,False,"{'a': 0.65, 'e': 0.99280863585386625}",25,0,-90.4329357681482,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
121,False,"{'a': 0.65, 'e': 0.99268842726225281}",25,0,-81.4934197418963,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
122,False,"{'a': 0.65, 'e': 0.99256722598229485}",20,0,-66.51552452633861,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
123,False,"{'a': 0.65, 'e': 0.99244503213519353}",20,0,-49.280735471792475,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
124,False,"{'a': 0.65, 'e': 0.99232184584314287}",30,0,-82.13585549348568,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
125,False,"{'a': 0.65, 'e': 0.99219766722932901}",20,0,-115.15677676236345,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
126,False,"{'a': 0.65, 'e': 0.99207249641793072}",25,18,-30.585549206139856,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
127,False,"{'a': 0.65, 'e': 0.99194633353411854}",25,0,-90.72929739308692,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
128,False,"{'a': 0.65, 'e': 0.99181917870405556}",20,0,-125.55161085313979,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
129,False,"{'a': 0.65, 'e': 0.9916910320548965}",30,0,-123.34947835214903,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",0
130,False,"{'a': 0.65, 'e': 0.99156189371478809}",25,0,-60.1447634268448,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
131,False,"{'a': 0.65, 'e': 0.99143176381286846}",20,0,-110.13201272958801,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
132,False,"{'a': 0.65, 'e': 0.99130064247926775}",25,0,-152.11119562141587,"{0: 12, 1: 1, 2: 10, 3: 1, 4: 1}",0
133,False,"{'a': 0.65, 'e': 0.99116852984510717}",20,0,-75.54596335428981,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
134,False,"{'a': 0.65, 'e': 0.99103542604249928}",25,6,-117.65577013633916,"{0: 11, 1: 0, 2: 5, 3: 2, 4: 1}",1
135,False,"{'a': 0.65, 'e': 0.99090133120454793}",20,0,-29.835014842323417,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
136,False,"{'a': 0.65, 'e': 0.99076624546534797}",20,0,-135.0391980640827,"{0: 8, 1: 5, 2: 4, 3: 2, 4: 1}",0
137,False,"{'a': 0.65, 'e': 0.99063016895998512}",20,0,-180.4462963473473,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
138,False,"{'a': 0.65, 'e': 0.99049310182453587}",20,6,-76.63252210805264,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 1}",1
139,False,"{'a': 0.65, 'e': 0.99035504419606735}",20,0,-87.34577303799823,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
140,False,"{'a': 0.65, 'e': 0.99021599621263712}",30,0,-111.72118955593311,"{0: 21, 1: 4, 2: 3, 3: 0, 4: 2}",0
141,False,"{'a': 0.65, 'e': 0.99007595801329329}",25,0,-240.3040303981989,"{0: 11, 1: 3, 2: 6, 3: 1, 4: 4}",0
142,False,"{'a': 0.65, 'e': 0.98993492973807384}",30,0,-151.802780746688,"{0: 16, 1: 5, 2: 7, 3: 0, 4: 2}",0
143,False,"{'a': 0.65, 'e': 0.98979291152800719}",25,0,-115.46470543176788,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
144,False,"{'a': 0.65, 'e': 0.98964990352511151}",30,0,-143.1401815143852,"{0: 18, 1: 1, 2: 8, 3: 2, 4: 1}",0
145,False,"{'a': 0.65, 'e': 0.98950590587239473}",20,0,-160.43952211652618,"{0: 10, 1: 0, 2: 6, 3: 2, 4: 2}",0
146,False,"{'a': 0.65, 'e': 0.98936091871385456}",20,0,-77.28493191414898,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
147,False,"{'a': 0.65, 'e': 0.98921494219447814}",25,0,-187.0525061342726,"{0: 14, 1: 4, 2: 2, 3: 2, 4: 3}",0
148,False,"{'a': 0.65, 'e': 0.98906797646024203}",25,0,-185.64645285520567,"{0: 14, 1: 0, 2: 8, 3: 0, 4: 3}",0
149,False,"{'a': 0.65, 'e': 0.98892002165811177}",25,0,-42.18825127694636,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
150,False,"{'a': 0.65, 'e': 0.98877107793604224}",30,0,-204.45946471564622,"{0: 15, 1: 4, 2: 6, 3: 3, 4: 2}",0
151,False,"{'a': 0.65, 'e': 0.9886211454429773}",20,1,-101.5139471878487,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 2}",1
152,False,"{'a': 0.65, 'e': 0.98847022432884923}",25,0,-97.74577861624141,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
153,False,"{'a': 0.65, 'e': 0.98831831474457921}",25,0,-144.29538712169105,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
154,False,"{'a': 0.65, 'e': 0.9881654168420767}",25,8,-81.04023383585158,"{0: 8, 1: 3, 2: 4, 3: 2, 4: 0}",1
155,False,"{'a': 0.65, 'e': 0.98801153077423987}",20,0,-126.43461170666131,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 2}",0
156,False,"{'a': 0.65, 'e': 0.98785665669495448}",20,0,-78.00231381434412,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
157,False,"{'a': 0.65, 'e': 0.98770079475909478}",30,0,-220.1489575822195,"{0: 14, 1: 2, 2: 10, 3: 2, 4: 2}",0
158,False,"{'a': 0.65, 'e': 0.98754394512252264}",25,0,-142.7079044817079,"{0: 14, 1: 2, 2: 5, 3: 3, 4: 1}",0
159,False,"{'a': 0.65, 'e': 0.98738610794208759}",20,0,-127.90196875193823,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
160,False,"{'a': 0.65, 'e': 0.98722728337562693}",20,13,5.595578591129476,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.65, 'e': 0.98706747158196517}",20,0,-192.09729730607552,"{0: 8, 1: 2, 2: 5, 3: 3, 4: 2}",0
162,False,"{'a': 0.65, 'e': 0.98690667272091404}",30,0,-142.39079619406587,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
163,False,"{'a': 0.65, 'e': 0.98674488695327256}",20,0,-173.58983086252962,"{0: 9, 1: 0, 2: 8, 3: 1, 4: 2}",0
164,False,"{'a': 0.65, 'e': 0.98658211444082622}",20,0,-225.15947399775817,"{0: 6, 1: 4, 2: 5, 3: 2, 4: 3}",0
165,False,"{'a': 0.65, 'e': 0.9864183553463477}",25,0,-136.35086710981113,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
166,False,"{'a': 0.65, 'e': 0.986253609833596}",20,0,-58.49986811658984,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
167,False,"{'a': 0.65, 'e': 0.98608787806731668}",25,0,-108.2599717097422,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
168,False,"{'a': 0.65, 'e': 0.9859211602132415}",25,0,-87.3429670329336,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
169,False,"{'a': 0.65, 'e': 0.9857534564380882}",20,0,-77.58934979831774,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
170,False,"{'a': 0.65, 'e': 0.98558476690956076}",30,0,-123.24354476104348,"{0: 16, 1: 3, 2: 9, 3: 2, 4: 0}",0
171,False,"{'a': 0.65, 'e': 0.98541509179634834}",20,0,-169.15219536153228,"{0: 9, 1: 4, 2: 4, 3: 0, 4: 3}",0
172,False,"{'a': 0.65, 'e': 0.98524443126812633}",20,0,-149.89554539025514,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
173,False,"{'a': 0.65, 'e': 0.98507278549555521}",25,0,-149.36473519734733,"{0: 14, 1: 1, 2: 6, 3: 3, 4: 1}",0
174,False,"{'a': 0.65, 'e': 0.98490015465028058}",25,0,-93.22629719605929,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
175,False,"{'a': 0.65, 'e': 0.98472653890493345}",20,0,-100.9284450722299,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
176,False,"{'a': 0.65, 'e': 0.98455193843312949}",20,5,-69.7831226463244,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 1}",1
177,False,"{'a': 0.65, 'e': 0.98437635340946905}",30,0,-184.08618276785285,"{0: 18, 1: 2, 2: 5, 3: 3, 4: 2}",0
178,False,"{'a': 0.65, 'e': 0.98419978400953734}",20,0,-81.03069484064267,"{0: 12, 1: 3, 2: 2, 3: 3, 4: 0}",0
179,False,"{'a': 0.65, 'e': 0.98402223040990355}",20,0,-161.87923601655032,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
180,False,"{'a': 0.65, 'e': 0.98384369278812145}",25,0,-109.61497770499341,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
181,False,"{'a': 0.65, 'e': 0.98366417132272843}",20,0,-152.80930015626626,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
182,False,"{'a': 0.65, 'e': 0.98348366619324612}",25,0,-53.5246021417424,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
183,False,"{'a': 0.65, 'e': 0.98330217758017957}",20,0,-105.24535176803106,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
